HCHO reading,Location,Current Date,Next Date
0.000153446,Colombo Proper,6/17/2019,6/18/2019
0.000158331,Colombo Proper,6/18/2019,6/19/2019
0.000145076,Colombo Proper,6/19/2019,6/20/2019
,Colombo Proper,6/20/2019,6/21/2019
,Colombo Proper,6/21/2019,6/22/2019
0.00014035,Colombo Proper,6/22/2019,6/23/2019
1.98E-05,Colombo Proper,6/23/2019,6/24/2019
0.000288574,Colombo Proper,6/24/2019,6/25/2019
0.000169896,Colombo Proper,6/25/2019,6/26/2019
-1.72E-05,Colombo Proper,6/26/2019,6/27/2019
0.000124216,Colombo Proper,6/27/2019,6/28/2019
8.17E-05,Colombo Proper,6/28/2019,6/29/2019
7.34E-05,Colombo Proper,6/29/2019,6/30/2019
2.10E-05,Colombo Proper,6/30/2019,7/1/2019
8.97E-05,Colombo Proper,7/1/2019,7/2/2019
8.08E-05,Colombo Proper,7/2/2019,7/3/2019
2.89E-05,Colombo Proper,7/3/2019,7/4/2019
8.32E-05,Colombo Proper,7/4/2019,7/5/2019
9.39E-05,Colombo Proper,7/5/2019,7/6/2019
9.55E-06,Colombo Proper,7/6/2019,7/7/2019
9.45E-07,Colombo Proper,7/7/2019,7/8/2019
0.000160678,Colombo Proper,7/8/2019,7/9/2019
,Colombo Proper,7/9/2019,7/10/2019
5.05E-05,Colombo Proper,7/10/2019,7/11/2019
6.69E-05,Colombo Proper,7/11/2019,7/12/2019
0.000135275,Colombo Proper,7/12/2019,7/13/2019
,Colombo Proper,7/13/2019,7/14/2019
,Colombo Proper,7/14/2019,7/15/2019
,Colombo Proper,7/15/2019,7/16/2019
9.33E-05,Colombo Proper,7/16/2019,7/17/2019
,Colombo Proper,7/17/2019,7/18/2019
,Colombo Proper,7/18/2019,7/19/2019
,Colombo Proper,7/19/2019,7/20/2019
9.77E-05,Colombo Proper,7/20/2019,7/21/2019
0.000132802,Colombo Proper,7/21/2019,7/22/2019
,Colombo Proper,7/22/2019,7/23/2019
-1.04E-05,Colombo Proper,7/23/2019,7/24/2019
5.20E-05,Colombo Proper,7/24/2019,7/25/2019
0.000164455,Colombo Proper,7/25/2019,7/26/2019
0.000170761,Colombo Proper,7/26/2019,7/27/2019
0.000118504,Colombo Proper,7/27/2019,7/28/2019
0.000104177,Colombo Proper,7/28/2019,7/29/2019
0.000175436,Colombo Proper,7/29/2019,7/30/2019
4.70E-05,Colombo Proper,7/30/2019,7/31/2019
9.26E-05,Colombo Proper,7/31/2019,8/1/2019
4.46E-05,Colombo Proper,8/1/2019,8/2/2019
,Colombo Proper,8/2/2019,8/3/2019
6.94E-05,Colombo Proper,8/3/2019,8/4/2019
-2.35E-05,Colombo Proper,8/4/2019,8/5/2019
4.40E-06,Colombo Proper,8/5/2019,8/6/2019
5.95E-05,Colombo Proper,8/6/2019,8/7/2019
0.000235897,Colombo Proper,8/7/2019,8/8/2019
,Colombo Proper,8/8/2019,8/9/2019
-3.75E-05,Colombo Proper,8/9/2019,8/10/2019
,Colombo Proper,8/10/2019,8/11/2019
0.000162183,Colombo Proper,8/11/2019,8/12/2019
,Colombo Proper,8/12/2019,8/13/2019
,Colombo Proper,8/13/2019,8/14/2019
5.86E-05,Colombo Proper,8/14/2019,8/15/2019
0.000135059,Colombo Proper,8/15/2019,8/16/2019
,Colombo Proper,8/16/2019,8/17/2019
0.000168573,Colombo Proper,8/17/2019,8/18/2019
3.71E-05,Colombo Proper,8/18/2019,8/19/2019
8.58E-05,Colombo Proper,8/19/2019,8/20/2019
8.79E-05,Colombo Proper,8/20/2019,8/21/2019
8.48E-05,Colombo Proper,8/21/2019,8/22/2019
,Colombo Proper,8/22/2019,8/23/2019
,Colombo Proper,8/23/2019,8/24/2019
0.000151231,Colombo Proper,8/24/2019,8/25/2019
2.83E-05,Colombo Proper,8/25/2019,8/26/2019
,Colombo Proper,8/26/2019,8/27/2019
,Colombo Proper,8/27/2019,8/28/2019
0.000189373,Colombo Proper,8/28/2019,8/29/2019
0.000331582,Colombo Proper,8/29/2019,8/30/2019
-0.000229103,Colombo Proper,8/30/2019,8/31/2019
4.15E-05,Colombo Proper,8/31/2019,9/1/2019
1.18E-05,Colombo Proper,9/1/2019,9/2/2019
0.000125487,Colombo Proper,9/2/2019,9/3/2019
2.23E-05,Colombo Proper,9/3/2019,9/4/2019
6.60E-05,Colombo Proper,9/4/2019,9/5/2019
6.19E-05,Colombo Proper,9/5/2019,9/6/2019
6.97E-06,Colombo Proper,9/6/2019,9/7/2019
0.000142528,Colombo Proper,9/7/2019,9/8/2019
0.000105198,Colombo Proper,9/8/2019,9/9/2019
7.80E-05,Colombo Proper,9/9/2019,9/10/2019
0.000170646,Colombo Proper,9/10/2019,9/11/2019
,Colombo Proper,9/11/2019,9/12/2019
,Colombo Proper,9/12/2019,9/13/2019
,Colombo Proper,9/13/2019,9/14/2019
-2.71E-05,Colombo Proper,9/14/2019,9/15/2019
-0.0001085,Colombo Proper,9/15/2019,9/16/2019
,Colombo Proper,9/16/2019,9/17/2019
7.29E-05,Colombo Proper,9/17/2019,9/18/2019
0.000122432,Colombo Proper,9/18/2019,9/19/2019
,Colombo Proper,9/19/2019,9/20/2019
4.43E-05,Colombo Proper,9/20/2019,9/21/2019
6.72E-05,Colombo Proper,9/21/2019,9/22/2019
,Colombo Proper,9/22/2019,9/23/2019
,Colombo Proper,9/23/2019,9/24/2019
,Colombo Proper,9/24/2019,9/25/2019
,Colombo Proper,9/25/2019,9/26/2019
0.000358218,Colombo Proper,9/26/2019,9/27/2019
0.000122252,Colombo Proper,9/27/2019,9/28/2019
0.000209572,Colombo Proper,9/28/2019,9/29/2019
0.000157893,Colombo Proper,9/29/2019,9/30/2019
0.000108005,Colombo Proper,9/30/2019,10/1/2019
0.000173758,Colombo Proper,10/1/2019,10/2/2019
8.22E-05,Colombo Proper,10/2/2019,10/3/2019
0.00030439,Colombo Proper,10/3/2019,10/4/2019
4.70E-05,Colombo Proper,10/4/2019,10/5/2019
0.000175776,Colombo Proper,10/5/2019,10/6/2019
,Colombo Proper,10/6/2019,10/7/2019
3.09E-05,Colombo Proper,10/7/2019,10/8/2019
0.000141665,Colombo Proper,10/8/2019,10/9/2019
0.000172195,Colombo Proper,10/9/2019,10/10/2019
0.000192906,Colombo Proper,10/10/2019,10/11/2019
,Colombo Proper,10/11/2019,10/12/2019
,Colombo Proper,10/12/2019,10/13/2019
0.000149861,Colombo Proper,10/13/2019,10/14/2019
8.93E-05,Colombo Proper,10/14/2019,10/15/2019
0.000182032,Colombo Proper,10/15/2019,10/16/2019
0.000176825,Colombo Proper,10/16/2019,10/17/2019
4.54E-05,Colombo Proper,10/17/2019,10/18/2019
0.000102984,Colombo Proper,10/18/2019,10/19/2019
0.000166222,Colombo Proper,10/19/2019,10/20/2019
6.60E-05,Colombo Proper,10/20/2019,10/21/2019
,Colombo Proper,10/21/2019,10/22/2019
,Colombo Proper,10/22/2019,10/23/2019
0.000147185,Colombo Proper,10/23/2019,10/24/2019
,Colombo Proper,10/24/2019,10/25/2019
,Colombo Proper,10/25/2019,10/26/2019
,Colombo Proper,10/26/2019,10/27/2019
,Colombo Proper,10/27/2019,10/28/2019
,Colombo Proper,10/28/2019,10/29/2019
0.000210587,Colombo Proper,10/29/2019,10/30/2019
,Colombo Proper,10/30/2019,10/31/2019
,Colombo Proper,10/31/2019,11/1/2019
0.000139646,Colombo Proper,11/1/2019,11/2/2019
0.000102077,Colombo Proper,11/2/2019,11/3/2019
,Colombo Proper,11/3/2019,11/4/2019
0.000165927,Colombo Proper,11/4/2019,11/5/2019
0.000220324,Colombo Proper,11/5/2019,11/6/2019
0.000108508,Colombo Proper,11/6/2019,11/7/2019
0.00015333,Colombo Proper,11/7/2019,11/8/2019
2.45E-05,Colombo Proper,11/8/2019,11/9/2019
,Colombo Proper,11/9/2019,11/10/2019
9.95E-05,Colombo Proper,11/10/2019,11/11/2019
0.000246478,Colombo Proper,11/11/2019,11/12/2019
0.000228675,Colombo Proper,11/12/2019,11/13/2019
,Colombo Proper,11/13/2019,11/14/2019
0.000105851,Colombo Proper,11/14/2019,11/15/2019
0.000304956,Colombo Proper,11/15/2019,11/16/2019
0.000118127,Colombo Proper,11/16/2019,11/17/2019
0.000216357,Colombo Proper,11/17/2019,11/18/2019
0.000256298,Colombo Proper,11/18/2019,11/19/2019
0.000226229,Colombo Proper,11/19/2019,11/20/2019
0.000118311,Colombo Proper,11/20/2019,11/21/2019
0.00026901,Colombo Proper,11/21/2019,11/22/2019
0.000240634,Colombo Proper,11/22/2019,11/23/2019
3.68E-05,Colombo Proper,11/23/2019,11/24/2019
5.58E-05,Colombo Proper,11/24/2019,11/25/2019
,Colombo Proper,11/25/2019,11/26/2019
0.000141379,Colombo Proper,11/26/2019,11/27/2019
0.000207835,Colombo Proper,11/27/2019,11/28/2019
5.68E-05,Colombo Proper,11/28/2019,11/29/2019
,Colombo Proper,11/29/2019,11/30/2019
0.000322359,Colombo Proper,11/30/2019,12/1/2019
0.000170495,Colombo Proper,12/1/2019,12/2/2019
0.000148632,Colombo Proper,12/2/2019,12/3/2019
0.000102284,Colombo Proper,12/3/2019,12/4/2019
,Colombo Proper,12/4/2019,12/5/2019
,Colombo Proper,12/5/2019,12/6/2019
0.000132283,Colombo Proper,12/6/2019,12/7/2019
,Colombo Proper,12/7/2019,12/8/2019
0.00014745,Colombo Proper,12/8/2019,12/9/2019
,Colombo Proper,12/9/2019,12/10/2019
0.000185986,Colombo Proper,12/10/2019,12/11/2019
0.000122844,Colombo Proper,12/11/2019,12/12/2019
0.000104246,Colombo Proper,12/12/2019,12/13/2019
0.000216494,Colombo Proper,12/13/2019,12/14/2019
0.00042155,Colombo Proper,12/14/2019,12/15/2019
,Colombo Proper,12/15/2019,12/16/2019
0.000275498,Colombo Proper,12/16/2019,12/17/2019
0.000121496,Colombo Proper,12/17/2019,12/18/2019
,Colombo Proper,12/18/2019,12/19/2019
-4.64E-05,Colombo Proper,12/19/2019,12/20/2019
,Colombo Proper,12/20/2019,12/21/2019
7.95E-05,Colombo Proper,12/21/2019,12/22/2019
,Colombo Proper,12/22/2019,12/23/2019
0.000148506,Colombo Proper,12/23/2019,12/24/2019
0.000255024,Colombo Proper,12/24/2019,12/25/2019
4.73E-05,Colombo Proper,12/25/2019,12/26/2019
0.000203728,Colombo Proper,12/26/2019,12/27/2019
0.000241687,Colombo Proper,12/27/2019,12/28/2019
0.000114466,Colombo Proper,12/28/2019,12/29/2019
0.000152215,Colombo Proper,12/29/2019,12/30/2019
0.000294215,Colombo Proper,12/30/2019,12/31/2019
,Colombo Proper,12/31/2019,1/1/2020
0.000190956,Colombo Proper,1/1/2020,1/2/2020
0.00017582,Colombo Proper,1/2/2020,1/3/2020
0.000181147,Colombo Proper,1/3/2020,1/4/2020
0.000222151,Colombo Proper,1/4/2020,1/5/2020
0.000145164,Colombo Proper,1/5/2020,1/6/2020
0.000231268,Colombo Proper,1/6/2020,1/7/2020
0.000165506,Colombo Proper,1/7/2020,1/8/2020
0.000159445,Colombo Proper,1/8/2020,1/9/2020
0.000176547,Colombo Proper,1/9/2020,1/10/2020
0.000285964,Colombo Proper,1/10/2020,1/11/2020
8.48E-05,Colombo Proper,1/11/2020,1/12/2020
0.000107085,Colombo Proper,1/12/2020,1/13/2020
0.00023942,Colombo Proper,1/13/2020,1/14/2020
0.000234214,Colombo Proper,1/14/2020,1/15/2020
0.000248089,Colombo Proper,1/15/2020,1/16/2020
,Colombo Proper,1/16/2020,1/17/2020
0.000251654,Colombo Proper,1/17/2020,1/18/2020
0.000196841,Colombo Proper,1/18/2020,1/19/2020
0.000342133,Colombo Proper,1/19/2020,1/20/2020
0.000142291,Colombo Proper,1/20/2020,1/21/2020
0.000106684,Colombo Proper,1/21/2020,1/22/2020
8.92E-05,Colombo Proper,1/22/2020,1/23/2020
0.000176786,Colombo Proper,1/23/2020,1/24/2020
0.000202167,Colombo Proper,1/24/2020,1/25/2020
0.000175476,Colombo Proper,1/25/2020,1/26/2020
0.000149559,Colombo Proper,1/26/2020,1/27/2020
0.000198203,Colombo Proper,1/27/2020,1/28/2020
0.000231551,Colombo Proper,1/28/2020,1/29/2020
0.000202051,Colombo Proper,1/29/2020,1/30/2020
0.000306126,Colombo Proper,1/30/2020,1/31/2020
0.000344641,Colombo Proper,1/31/2020,2/1/2020
,Colombo Proper,2/1/2020,2/2/2020
0.000266028,Colombo Proper,2/2/2020,2/3/2020
0.000247217,Colombo Proper,2/3/2020,2/4/2020
,Colombo Proper,2/4/2020,2/5/2020
0.000440055,Colombo Proper,2/5/2020,2/6/2020
0.00022863,Colombo Proper,2/6/2020,2/7/2020
0.000118202,Colombo Proper,2/7/2020,2/8/2020
0.000235559,Colombo Proper,2/8/2020,2/9/2020
0.000341694,Colombo Proper,2/9/2020,2/10/2020
0.00038699,Colombo Proper,2/10/2020,2/11/2020
0.000155295,Colombo Proper,2/11/2020,2/12/2020
0.000231712,Colombo Proper,2/12/2020,2/13/2020
0.0002089,Colombo Proper,2/13/2020,2/14/2020
0.000261327,Colombo Proper,2/14/2020,2/15/2020
0.000303802,Colombo Proper,2/15/2020,2/16/2020
0.000363669,Colombo Proper,2/16/2020,2/17/2020
,Colombo Proper,2/17/2020,2/18/2020
0.000331893,Colombo Proper,2/18/2020,2/19/2020
0.000360692,Colombo Proper,2/19/2020,2/20/2020
0.000423542,Colombo Proper,2/20/2020,2/21/2020
,Colombo Proper,2/21/2020,2/22/2020
0.000137694,Colombo Proper,2/22/2020,2/23/2020
0.000269252,Colombo Proper,2/23/2020,2/24/2020
0.000223191,Colombo Proper,2/24/2020,2/25/2020
0.000257,Colombo Proper,2/25/2020,2/26/2020
0.000418454,Colombo Proper,2/26/2020,2/27/2020
0.0003477,Colombo Proper,2/27/2020,2/28/2020
0.00021152,Colombo Proper,2/28/2020,2/29/2020
0.000313479,Colombo Proper,2/29/2020,3/1/2020
0.000288981,Colombo Proper,3/1/2020,3/2/2020
0.000206089,Colombo Proper,3/2/2020,3/3/2020
0.000282476,Colombo Proper,3/3/2020,3/4/2020
,Colombo Proper,3/4/2020,3/5/2020
0.000190067,Colombo Proper,3/5/2020,3/6/2020
0.000210839,Colombo Proper,3/6/2020,3/7/2020
0.000201852,Colombo Proper,3/7/2020,3/8/2020
0.00023784,Colombo Proper,3/8/2020,3/9/2020
0.000332749,Colombo Proper,3/9/2020,3/10/2020
0.000349929,Colombo Proper,3/10/2020,3/11/2020
0.000314783,Colombo Proper,3/11/2020,3/12/2020
0.000221564,Colombo Proper,3/12/2020,3/13/2020
0.000483394,Colombo Proper,3/13/2020,3/14/2020
0.000307151,Colombo Proper,3/14/2020,3/15/2020
0.000208668,Colombo Proper,3/15/2020,3/16/2020
0.000290294,Colombo Proper,3/16/2020,3/17/2020
0.000315651,Colombo Proper,3/17/2020,3/18/2020
,Colombo Proper,3/18/2020,3/19/2020
,Colombo Proper,3/19/2020,3/20/2020
,Colombo Proper,3/20/2020,3/21/2020
0.00015963,Colombo Proper,3/21/2020,3/22/2020
0.000250778,Colombo Proper,3/22/2020,3/23/2020
0.000375588,Colombo Proper,3/23/2020,3/24/2020
0.000219145,Colombo Proper,3/24/2020,3/25/2020
0.000173892,Colombo Proper,3/25/2020,3/26/2020
0.000437585,Colombo Proper,3/26/2020,3/27/2020
0.000208162,Colombo Proper,3/27/2020,3/28/2020
0.00033528,Colombo Proper,3/28/2020,3/29/2020
0.000186339,Colombo Proper,3/29/2020,3/30/2020
0.000234234,Colombo Proper,3/30/2020,3/31/2020
0.000168537,Colombo Proper,3/31/2020,4/1/2020
0.000158285,Colombo Proper,4/1/2020,4/2/2020
0.000247884,Colombo Proper,4/2/2020,4/3/2020
0.000258846,Colombo Proper,4/3/2020,4/4/2020
0.000171311,Colombo Proper,4/4/2020,4/5/2020
,Colombo Proper,4/5/2020,4/6/2020
0.000212775,Colombo Proper,4/6/2020,4/7/2020
9.39E-05,Colombo Proper,4/7/2020,4/8/2020
0.000136536,Colombo Proper,4/8/2020,4/9/2020
0.000149231,Colombo Proper,4/9/2020,4/10/2020
0.000105812,Colombo Proper,4/10/2020,4/11/2020
0.000174089,Colombo Proper,4/11/2020,4/12/2020
0.000160108,Colombo Proper,4/12/2020,4/13/2020
0.000180797,Colombo Proper,4/13/2020,4/14/2020
0.000222696,Colombo Proper,4/14/2020,4/15/2020
4.69E-05,Colombo Proper,4/15/2020,4/16/2020
0.000198963,Colombo Proper,4/16/2020,4/17/2020
0.000183928,Colombo Proper,4/17/2020,4/18/2020
0.000214538,Colombo Proper,4/18/2020,4/19/2020
0.000191415,Colombo Proper,4/19/2020,4/20/2020
0.000203176,Colombo Proper,4/20/2020,4/21/2020
,Colombo Proper,4/21/2020,4/22/2020
,Colombo Proper,4/22/2020,4/23/2020
0.000160098,Colombo Proper,4/23/2020,4/24/2020
,Colombo Proper,4/24/2020,4/25/2020
0.000140691,Colombo Proper,4/25/2020,4/26/2020
0.000135943,Colombo Proper,4/26/2020,4/27/2020
0.000135443,Colombo Proper,4/27/2020,4/28/2020
7.41E-05,Colombo Proper,4/28/2020,4/29/2020
0.000104612,Colombo Proper,4/29/2020,4/30/2020
0.000183883,Colombo Proper,4/30/2020,5/1/2020
0.000165632,Colombo Proper,5/1/2020,5/2/2020
0.000237917,Colombo Proper,5/2/2020,5/3/2020
0.000153258,Colombo Proper,5/3/2020,5/4/2020
0.000230768,Colombo Proper,5/4/2020,5/5/2020
,Colombo Proper,5/5/2020,5/6/2020
,Colombo Proper,5/6/2020,5/7/2020
,Colombo Proper,5/7/2020,5/8/2020
0.00012897,Colombo Proper,5/8/2020,5/9/2020
0.000112352,Colombo Proper,5/9/2020,5/10/2020
,Colombo Proper,5/10/2020,5/11/2020
,Colombo Proper,5/11/2020,5/12/2020
0.000231278,Colombo Proper,5/12/2020,5/13/2020
0.000163183,Colombo Proper,5/13/2020,5/14/2020
0.0001503,Colombo Proper,5/14/2020,5/15/2020
,Colombo Proper,5/15/2020,5/16/2020
,Colombo Proper,5/16/2020,5/17/2020
,Colombo Proper,5/17/2020,5/18/2020
0.00034386,Colombo Proper,5/18/2020,5/19/2020
,Colombo Proper,5/19/2020,5/20/2020
0.000118936,Colombo Proper,5/20/2020,5/21/2020
,Colombo Proper,5/21/2020,5/22/2020
2.68E-05,Colombo Proper,5/22/2020,5/23/2020
,Colombo Proper,5/23/2020,5/24/2020
0.00015992,Colombo Proper,5/24/2020,5/25/2020
0.000122997,Colombo Proper,5/25/2020,5/26/2020
8.89E-05,Colombo Proper,5/26/2020,5/27/2020
,Colombo Proper,5/27/2020,5/28/2020
0.000108256,Colombo Proper,5/28/2020,5/29/2020
6.24E-05,Colombo Proper,5/29/2020,5/30/2020
